Title,Company,Location,Experience,Post_Date,Today,Summary,Salary,Url,Portal
Senior QA with Selenium,Ness,Hyderabad/Secunderabad,5-8 Yrs,30+ Days Ago,08/09/2022,3 years of experience in web-based automation tools such as Selenium Web Driver with Ja...,Not disclosed,https://www.naukri.com/job-listings-senior-qa-with-selenium-ness-technologies-hyderabad-secunderabad-5-to-8-years-180522501488,Naukri
Sr. QA Engineer,Darwinbox,"Hyderabad, telangana",4-7 Yrs,30+ Days Ago,08/09/2022,Must have at least 3 years of hands-on experience in Manual testing Experience in API l...,Not disclosed,https://www.naukri.com/job-listings-sr-qa-engineer-darwinbox-hyderabad-secunderabad-telangana-4-to-7-years-150221500553,Naukri
Senior Technical Product Owner,Cotiviti Corporation,Hyderabad/Secunderabad,7-12 Yrs,30+ Days Ago,08/09/2022,Masters or Bachelors in Engineering in IT/ Electronics / Communication / Computer Scien...,Not disclosed,https://www.naukri.com/job-listings-senior-technical-product-owner-cotiviti-corporation-hyderabad-secunderabad-7-to-12-years-080322501010,Naukri
Sr Software Engineer,Cotiviti Corporation,"Hyderabad/Secunderabad, Pune",1-3 Yrs,30+ Days Ago,08/09/2022,Key Responsibilities: Utilize BI tools to enhance and support existing reporting/data w...,Not disclosed,https://www.naukri.com/job-listings-sr-software-engineer-cotiviti-corporation-hyderabad-secunderabad-pune-1-to-3-years-040722500291,Naukri
QA Lead-Performance Engineering,Persistent,"Hyderabad/Secunderabad, Mumbai, Nagpur, Pune, Bangalore/Bengaluru, Delhi / NCR",5-8 Yrs,13 Days Ago,08/09/2022,"Performing Stability, Stress, Reliability & Capacity Tests of the system and its compon...",Not disclosed,https://www.naukri.com/job-listings-qa-lead-performance-engineering-persistent-systems-limited-mumbai-nagpur-hyderabad-secunderabad-pune-bangalore-bengaluru-delhi-ncr-5-to-8-years-260722001257,Naukri
Power BI,Accolite Software India Pvt Ltd,"Hyderabad/Secunderabad, Bangalore/Bengaluru",3-7 Yrs,30+ Days Ago,08/09/2022,"Has 4-5 years of expertise in data visualizations tools, (preferably Power BI) in desig...",Not disclosed,https://www.naukri.com/job-listings-power-bi-accolite-software-india-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-3-to-7-years-260522501753,Naukri
Project Manager-Analytics-Tier 1/2 Institute,EXL,"Hyderabad/Secunderabad, Noida, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Delhi / NCR",3-6 Yrs,25 Days Ago,08/09/2022,Roles and Responsibilities Basic FunctionM/ SM (Band C1/ C2) level resources for EXL Di...,Not disclosed,https://www.naukri.com/job-listings-project-manager-analytics-tier-1-2-institute-exl-services-com-i-pvt-ltd-noida-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-delhi-ncr-3-to-6-years-260522000106,Naukri
SAP BODS - Conversion/Migration Consultant,Cognizant,"Hyderabad/Secunderabad, Kochi/Cochin, Kolkata, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",3-7 Yrs,16 Days Ago,08/09/2022,JD:- BODS data migration specialist.Please find the JD below for Business Analysis and ...,Not disclosed,https://www.naukri.com/job-listings-sap-bods-conversion-migration-consultant-cognizant-technology-solutions-india-pvt-ltd-kochi-cochin-kolkata-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-3-to-7-years-240722000299,Naukri
DAT_TechData_Senior Associate,PwC,"Hyderabad/Secunderabad, Kolkata, Bangalore/Bengaluru",1-4 Yrs,17 Days Ago,08/09/2022,"As a Senior Associate, you'll work as part of a team of problem solvers, helping to sol...",Not disclosed,https://www.naukri.com/job-listings-dat-techdata-senior-associate-pricewaterhouse-coopers-private-limited-kolkata-hyderabad-secunderabad-bangalore-bengaluru-1-to-4-years-220722905746,Naukri
HCL Tech Hiring For Elastic Search,HCL Technologies,"Hyderabad/Secunderabad, Noida, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Delhi / NCR",5-10 Yrs,17 Days Ago,08/09/2022,Hands on with Rest API s Should have prior exposure to Redis Working knowledge in ZooKe...,"9,50,000 - 17,00,000 PA.",https://www.naukri.com/job-listings-hcl-tech-hiring-for-elastic-search-hcl-technologies-ltd-noida-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-delhi-ncr-5-to-10-years-220722003215,Naukri
Ui Developer - Mean Stack,Genpact,,,18 Days Ago,08/09/2022,"Experience developing desktop and mobile applications In this role, you are required to...",Not disclosed,https://www.naukri.com/job-listings-ui-developer-mean-stack-genpact-india-private-limited-noida-hyderabad-secunderabad-gurgaon-gurugram-bangalore-bengaluru-delhi-ncr-3-to-4-years-210722009757,Naukri
Genpact hiring For Lead - IICS,Genpact,"Hyderabad/Secunderabad, Kolkata, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",4-9 Yrs,19 Days Ago,08/09/2022,"Lead Consultant, IICS Inviting applications for the role of Lead Consultant, IICSRole:A...",Not disclosed,https://www.naukri.com/job-listings-genpact-hiring-for-lead-iics-genpact-india-private-limited-kolkata-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-4-to-9-years-200722010527,Naukri
Genpact hiring For Python and Tableau developers,Genpact,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",7-12 Yrs,19 Days Ago,08/09/2022,"With a startup spirit and 90, 000+ curious and courageous minds, we have the expertise ...",Not disclosed,https://www.naukri.com/job-listings-genpact-hiring-for-python-and-tableau-developers-genpact-india-private-limited-hyderabad-secunderabad-pune-bangalore-bengaluru-7-to-12-years-200722010469,Naukri
Tech Mahindra Hiring ELK Consultant -- PAN India -- Immediate Joiners,Tech Mahindra,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",4-9 Yrs,19 Days Ago,08/09/2022,Proficient in elastic query for data analysis Minimum of 1 full and complete implementa...,"10,00,000 - 20,00,000 PA.",https://www.naukri.com/job-listings-tech-mahindra-hiring-elk-consultant-pan-india-immediate-joiners-tech-mahindra-ltd-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-mumbai-all-areas-4-to-9-years-200722007059,Naukri
Knowledge services Manager,Accenture,"Hyderabad/Secunderabad, Kolkata, Mumbai, Pune, Chennai, Bangalore/Bengaluru, delhi ncr",8-13 Yrs,21 Days Ago,08/09/2022,"The Knowledge Management Manager has accountability to define, manage and deliver a rob...",Not disclosed,https://www.naukri.com/job-listings-knowledge-services-manager-accenture-solutions-pvt-ltd-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-8-to-13-years-180722905382,Naukri
Adobe Analytics Developer,Mindtree,"Hyderabad/Secunderabad, Noida, Bhubaneswar, Kolkata, Pune, Chennai, Bangalore/Bengaluru",5-10 Yrs,21 Days Ago,08/09/2022,Minimum 2 years of experience in building reports dashboards using Adobe Analytics Mini...,Not disclosed,https://www.naukri.com/job-listings-adobe-analytics-developer-mindtree-limited-noida-bhubaneswar-kolkata-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-5-to-10-years-180722006810,Naukri
Associate 2 - Deals Analytics,PwC,"Hyderabad/Secunderabad, Mumbai, Bangalore/Bengaluru",1-3 Yrs,27 Days Ago,08/09/2022,Preferred Fields of Study / Experience: Bachelors / Master s degree from a reputed inst...,Not disclosed,https://www.naukri.com/job-listings-associate-2-deals-analytics-pricewaterhouse-coopers-private-limited-mumbai-hyderabad-secunderabad-bangalore-bengaluru-1-to-3-years-130722902766,Naukri
D&AT IFS - ML Manager,PwC,"Hyderabad/Secunderabad, Bangalore/Bengaluru",3-6 Yrs,27 Days Ago,08/09/2022,Experience building web applications and APIs using a well-recognized Cloud PlatformPyt...,Not disclosed,https://www.naukri.com/job-listings-d-at-ifs-ml-manager-pricewaterhouse-coopers-private-limited-hyderabad-secunderabad-bangalore-bengaluru-3-to-6-years-120722906601,Naukri
Tcs is Hiring For Python Developer Role,TATA CONSULTANCY SERVICES (TCS),"Hyderabad/Secunderabad, Kolkata, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",3-8 Yrs,29 Days Ago,08/09/2022,TCS has been a great pioneer in feeding the fire of young techies like you. We are a gl...,Not disclosed,https://www.naukri.com/job-listings-tcs-is-hiring-for-python-developer-role-tata-consultancy-services-ltd-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-3-to-8-years-100722001367,Naukri
"Genpact is Hiring ""Azure Engineer""",Genpact,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Gurugram",5-8 Yrs,30 Days Ago,08/09/2022,Roles and Responsibilities Inviting applications for the role of Lead Consultant - Azur...,Not disclosed,https://www.naukri.com/job-listings-genpact-is-hiring-azure-engineer-genpact-india-private-limited-hyderabad-secunderabad-bangalore-bengaluru-gurugram-5-to-8-years-100722000108,Naukri
Computer Operator | Computer Skills |Computer Typing | Part-Time | WFH,D2 Retro,,,7 Days Ago,08/09/2022,"Salary Upto Rs.18, 000 / M Communication Skills are required Experienced and Freshers c...","1,25,000 - 2,00,000 PA.",https://www.naukri.com/job-listings-computer-operator-computer-skills-computer-typing-part-time-wfh-d2-retro-hyderabad-secunderabad-chennai-bangalore-bengaluru-0-to-2-years-020822000115,Naukri
PTC Testing,Tech Mahindra,,,19 Days Ago,08/09/2022,Skill : PTC Testing/AnalysisKeyskills : Rail Road experience + PythonRail Road experien...,"5,00,000 - 15,00,000 PA.",https://www.naukri.com/job-listings-ptc-testing-tech-mahindra-ltd-hyderabad-secunderabad-pune-bangalore-bengaluru-3-to-8-years-020722001905,Naukri
Performance Test Developer,Salesforce,"Hyderabad/Secunderabad, Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru",3-7 Yrs,30+ Days Ago,08/09/2022,Responsibilities: Responsible for implementing Performance Testing efforts including: T...,Not disclosed,https://www.naukri.com/job-listings-performance-test-developer-salesforce-mumbai-hyderabad-secunderabad-gurgaon-gurugram-bangalore-bengaluru-3-to-7-years-300422500589,Naukri
Talend Matillion ETL Professional,AgreeYa Solutions,"Hyderabad/Secunderabad, Bangalore/Bengaluru",9-13 Yrs,10 Days Ago,08/09/2022,experience in implementation of BI projects in a large-scale enterprise data warehouse ...,Not disclosed,https://www.naukri.com/job-listings-talend-matillion-etl-professional-agreeya-solutions-india-private-limited-hyderabad-secunderabad-bangalore-bengaluru-9-to-13-years-290722500914,Naukri
Lead Audit Manager,Wells Fargo,"Hyderabad/Secunderabad, Bangalore/Bengaluru",7-11 Yrs,30+ Days Ago,08/09/2022,"Certification in one or more of the following: CPA, CAMS, CRCM, CIA, CISA or Commission...",Not disclosed,https://www.naukri.com/job-listings-lead-audit-manager-wells-fargo-india-solutions-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-7-to-11-years-290622501992,Naukri
Analytics Consultant,Wells Fargo,"Hyderabad/Secunderabad, Bangalore/Bengaluru",4-7 Yrs,30+ Days Ago,08/09/2022,Business Intelligence Analyst is a business partner facing role and is responsible for ...,Not disclosed,https://www.naukri.com/job-listings-analytics-consultant-wells-fargo-india-solutions-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-4-to-7-years-270622502992,Naukri
Lead Analytics Consultant,Wells Fargo,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",5-8 Yrs,30+ Days Ago,08/09/2022,"or a BS / BA degree or higher in a quantitative field such as applied math, statistics,...",Not disclosed,https://www.naukri.com/job-listings-lead-analytics-consultant-wells-fargo-india-solutions-pvt-ltd-hyderabad-secunderabad-chennai-bangalore-bengaluru-5-to-8-years-270622502762,Naukri
CSBB - Ops Analytics Consultant,Wells Fargo,"Hyderabad/Secunderabad, Bangalore/Bengaluru",2-5 Yrs,30+ Days Ago,08/09/2022,"Required Qualifications Minimum of Experience in analytics, or equivalent demonstrated ...",Not disclosed,https://www.naukri.com/job-listings-csbb-ops-analytics-consultant-wells-fargo-india-solutions-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-2-to-5-years-270622502609,Naukri
Analytics Consultant,Wells Fargo,"Hyderabad/Secunderabad, Bangalore/Bengaluru",2-10 Yrs,30+ Days Ago,08/09/2022,"2+ years of Analytics experience, or equivalent demonstrated through one or a combinati...",Not disclosed,https://www.naukri.com/job-listings-analytics-consultant-wells-fargo-india-solutions-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-2-to-10-years-270622502534,Naukri
Product Manager (Platform),InnovAccer,"Hyderabad/Secunderabad, Noida, Pune, Bangalore/Bengaluru",2-6 Yrs,30+ Days Ago,08/09/2022,We at Innovaccer are looking for a Product Manager (Platform) to build the most amazing...,Not disclosed,https://www.naukri.com/job-listings-product-manager-platform-innovaccer-noida-hyderabad-secunderabad-pune-bangalore-bengaluru-2-to-6-years-240622500034,Naukri
CD-Cybersecurity - ServiceNow Developer,PwC,"Hyderabad/Secunderabad, Bangalore/Bengaluru",3-5 Yrs,17 Days Ago,08/09/2022,"As an Associate, you ll work as part of a team of problem solvers with extensive consul...",Not disclosed,https://www.naukri.com/job-listings-cd-cybersecurity-servicenow-developer-pricewaterhouse-coopers-private-limited-hyderabad-secunderabad-bangalore-bengaluru-3-to-5-years-220722905742,Naukri
MCS - Platform and DevOps Technologies- Associate 2,PwC,"Hyderabad/Secunderabad, Bangalore/Bengaluru",3-8 Yrs,21 Days Ago,08/09/2022,"Excellent Communications skills (Oral and written), interpersonal, and organizational s...",Not disclosed,https://www.naukri.com/job-listings-mcs-platform-and-devops-technologies-associate-2-pricewaterhouse-coopers-private-limited-hyderabad-secunderabad-bangalore-bengaluru-3-to-8-years-180722908219,Naukri
Azure Architect (Eventhub),Mindtree,,,21 Days Ago,08/09/2022,Experience of working in Agile delivery # Knowledge of software development best practices,Not disclosed,https://www.naukri.com/job-listings-azure-architect-eventhub-mindtree-limited-kolkata-hyderabad-secunderabad-pune-chennai-jaipur-coimbatore-bangalore-bengaluru-delhi-ncr-10-to-18-years-180722004935,Naukri
Spotfire Developer,Genpact,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR",5-8 Yrs,25 Days Ago,08/09/2022,We will ensure that individuals with disabilities are provided reasonable accommodation...,Not disclosed,https://www.naukri.com/job-listings-spotfire-developer-genpact-india-private-limited-hyderabad-secunderabad-bangalore-bengaluru-delhi-ncr-5-to-8-years-140722007551,Naukri
"Principal Product Manager - Technical (L7)
",Amazon,"Hyderabad/Secunderabad, Bangalore/Bengaluru",16-26 Yrs,19 Days Ago,08/09/2022,"We, at Amazon, are hiring for Principal Product Manager - Technical (L7)Primary respons...",Not disclosed,https://www.naukri.com/job-listings-principal-product-manager-technical-l7-amazon-development-centre-india-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-16-to-26-years-130821001371,Naukri
SQL Developer,Accolite Software India Pvt Ltd,"Hyderabad/Secunderabad, Bangalore/Bengaluru",2-6 Yrs,30+ Days Ago,08/09/2022,"5 years of hands-on experience in at least one relational data source such as Oracle, S...",Not disclosed,https://www.naukri.com/job-listings-sql-developer-accolite-software-india-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-2-to-6-years-130522501846,Naukri
CN- Strategy- MT- CS&S- Digital Marketing Platform- Adobe Analytics,Accenture,"Hyderabad/Secunderabad, Kolkata, Mumbai, New Delhi, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",8-13 Yrs,28 Days Ago,08/09/2022,"Aware of AD Tech ecosystem, with focus on cross device and omnichannel consumer experie...",Not disclosed,https://www.naukri.com/job-listings-cn-strategy-mt-cs-s-digital-marketing-platform-adobe-analytics-accenture-solutions-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-8-to-13-years-120722901400,Naukri
Learning & Development,BRANE ENTERPRISES PRIVATE LIMITED,Hyderabad/Secunderabad,0-1 Yrs,28 Days Ago,08/09/2022,Roles and Responsibilities To play a significant role in the execution of NHKE / L&D in...,Not disclosed,https://www.naukri.com/job-listings-learning-development-brane-enterprises-private-limited-hyderabad-secunderabad-0-to-1-years-120722002247,Naukri
Kafka,Mindtree,"Hyderabad/Secunderabad, Kolkata, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",5-10 Yrs,28 Days Ago,08/09/2022,"Strong knowledge of the Kafka Connect framework, with experience using several connecto...",Not disclosed,https://www.naukri.com/job-listings-kafka-mindtree-limited-kolkata-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-120722001668,Naukri
Manager Technical Support,Optum,Hyderabad/Secunderabad,5-10 Yrs,Today,08/09/2022,"Ultimately, a top-notch help desk manager should be able to ensure that our clients rec...",Not disclosed,https://www.naukri.com/job-listings-manager-technical-support-optum-global-solutions-india-private-limited-hyderabad-secunderabad-5-to-10-years-090822900526,Naukri
Sales Operations,Capgemini,Hyderabad/Secunderabad,4-9 Yrs,1 Day Ago,08/09/2022,BE/ BTech and MBA from a top-tier business schoolGood business & financial acumen (mark...,Not disclosed,https://www.naukri.com/job-listings-sales-operations-capgemini-technology-services-india-limited-hyderabad-secunderabad-4-to-9-years-080822902329,Naukri
Lead Audit Manager,Wells Fargo,"Hyderabad/Secunderabad, Bangalore/Bengaluru",2-5 Yrs,30+ Days Ago,08/09/2022,"Good knowledge or ability to learn quickly system development methodologies, informatio...",Not disclosed,https://www.naukri.com/job-listings-lead-audit-manager-wells-fargo-india-solutions-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-2-to-5-years-080722501812,Naukri
Immediate  hiring For SSIS Developer For MNC,TeamLease,Hyderabad/Secunderabad,5-10 Yrs,1 Day Ago,08/09/2022,Experience problem solving issues on globally distributed systems and critical product ...,Not disclosed,https://www.naukri.com/job-listings-immediate-hiring-for-ssis-developer-for-mnc-teamlease-servcies-limited-hyderabad-secunderabad-5-to-10-years-070122001233,Naukri
Research Associate - Analytics,Mordor Intelligence,Hyderabad/Secunderabad,0-2 Yrs,30+ Days Ago,08/09/2022,"B Tech /, BSc/ MSc Statistics / MBA (Business Analytics) Proficient in Microsoft Office...",Not disclosed,https://www.naukri.com/job-listings-research-associate-analytics-mordor-intelligence-hyderabad-secunderabad-0-to-2-years-310122500123,Naukri
Deputy Manager,HUSYS CONSULTING LIMITED,Hyderabad,0-5 Yrs,30+ Days Ago,08/09/2022,"handling all the registers, handling team , maintaining all the registers, attendance r...",Not disclosed,https://www.naukri.com/job-listings-deputy-manager-husys-consulting-limited-hyderabad-secunderabad-0-to-5-years-280917500776,Naukri
Machine Learning expert,FicusRoot,Hyderabad,0-2 Yrs,30+ Days Ago,08/09/2022,"Responsibilities Entire machine learning implementation process: model design, feature ...",Not disclosed,https://www.naukri.com/job-listings-machine-learning-expert-ficusroot-hyderabad-secunderabad-0-to-2-years-160420500730,Naukri
Research Associate,Mordor Intelligence,Hyderabad,0-2 Yrs,30+ Days Ago,08/09/2022,"B Tech/ BE / MBA Proficient in Microsoft Office (Word, PowerPoint, Excel)",Not disclosed,https://www.naukri.com/job-listings-research-associate-mordor-intelligence-hyderabad-secunderabad-0-to-2-years-130121500260,Naukri
Research Associate - Chemicals & Materials,Mordor Intelligence,Hyderabad,0-2 Yrs,30+ Days Ago,08/09/2022,Bachelors degree : B Tech (Chemical) Masters degree : M Tech (Chemical) / MBA Proficien...,Not disclosed,https://www.naukri.com/job-listings-research-associate-chemicals-materials-mordor-intelligence-hyderabad-secunderabad-0-to-2-years-130121500254,Naukri
Research Intern,Six Sails Technologies India Private Limited,,,27 Days Ago,08/09/2022,Ltd. is hiring Research Intern / Business Analysis Intern for Faridabad / Hyderabad loc...,"50,000 - 3,00,000 PA.",https://www.naukri.com/job-listings-research-intern-six-sails-technologies-india-private-limited-hyderabad-secunderabad-faridabad-0-to-1-years-120722005616,Naukri
Research Associate - Agriculture,Mordor Intelligence,Hyderabad,0-2 Yrs,30+ Days Ago,08/09/2022,"B Tech /, BSc/ MSc / MBA (Agriculture) Proficient in Microsoft Office (Word, PowerPoint...",Not disclosed,https://www.naukri.com/job-listings-research-associate-agriculture-mordor-intelligence-hyderabad-secunderabad-0-to-2-years-110121500433,Naukri
Research Associate - ICT,Mordor Intelligence,Hyderabad,0-2 Yrs,30+ Days Ago,08/09/2022,"Proficient in Microsoft Office (Word, PowerPoint, Excel)",Not disclosed,https://www.naukri.com/job-listings-research-associate-ict-mordor-intelligence-hyderabad-secunderabad-0-to-2-years-110121500193,Naukri
Deep Learning Expert,Wavelabs Technologies Private Limited,Hyderabad/Secunderabad,0-1 Yrs,30+ Days Ago,08/09/2022,Must have Understand business problem and explore the feasibility of AI solutions Perfo...,Not disclosed,https://www.naukri.com/job-listings-deep-learning-expert-wavelabs-technologies-private-limited-hyderabad-secunderabad-0-to-1-years-030621501445,Naukri
GIS Engineer,HUSYS CONSULTING LIMITED,Hyderabad,0-1 Yrs,30+ Days Ago,08/09/2022,Master s degree / PG diploma from an accredited College or university in remote sensing...,Not disclosed,https://www.naukri.com/job-listings-gis-engineer-husys-consulting-limited-hyderabad-secunderabad-0-to-1-years-030118500459,Naukri
KYC Executive | Backend | Part-Time | KYC Verification,D2 Retro,,,17 Days Ago,08/09/2022,"Male and Female can work this post Experienced and Freshers can join Salary Rs.16, 000 ...","1,00,000 - 1,75,000 PA.",https://www.naukri.com/job-listings-kyc-executive-backend-part-time-kyc-verification-d2-retro-hyderabad-secunderabad-bangalore-bengaluru-mumbai-all-areas-0-to-2-years-220722005342,Naukri
New Opening For Back Office Executives For Non Voice Process - Fresher,ARHAT CORPORATE PRIVATE LIMITED,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",0-3 Yrs,21 Days Ago,08/09/2022,Opening for Freshers in Domestic Bpo for Voice process Customer Support - Voice Process...,"2,00,000 - 4,00,000 PA.",https://www.naukri.com/job-listings-new-opening-for-back-office-executives-for-non-voice-process-fresher-arhat-corporate-private-limited-hyderabad-secunderabad-pune-bangalore-bengaluru-0-to-3-years-190722000433,Naukri
Business Analytics Role - KPO,Huquo Consulting Pvt. Ltd,"Hyderabad/Secunderabad, Kolkata, Mumbai, Lucknow, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru",1-2 Yrs,7 Days Ago,08/09/2022,"Must have strong capabilities in problem solving, managing own work diligently, thoroug...",Not disclosed,https://www.naukri.com/job-listings-business-analytics-role-kpo-huquo-consulting-pvt-ltd-kolkata-mumbai-hyderabad-secunderabad-lucknow-chennai-ahmedabad-delhi-ncr-bangalore-bengaluru-1-to-2-years-010822907040,Naukri
Business Project Manager,Thryve Digital,"Hyderabad/Secunderabad, Chennai",10-16 Yrs,19 Days Ago,08/09/2022,Willing to work in night shifts (3 PM to 12 AM)PMP certification or equivalent training...,Not disclosed,https://www.naukri.com/job-listings-business-project-manager-thryve-digital-health-llp-hyderabad-secunderabad-chennai-10-to-16-years-210722902825,Naukri
Assistant Manager-Marketing & Business Analytics,cataenon,Hyderabad/Secunderabad,4-5 Yrs,19 Days Ago,08/09/2022,"Handle unique data analysis requests from a range of data customers, including quantita...",Not disclosed,https://www.naukri.com/job-listings-assistant-manager-marketing-business-analytics-cataenon-hyderabad-secunderabad-4-to-5-years-200722502029,Naukri
Technical Manager - Business Intelligence,Blend360,Hyderabad/Secunderabad,8-13 Yrs,30+ Days Ago,08/09/2022,"Bachelor / Master s degree in Computer Science, Computer Engineering, quantitative stud...",Not disclosed,https://www.naukri.com/job-listings-technical-manager-business-intelligence-blend360-hyderabad-secunderabad-8-to-13-years-080722502539,Naukri
Senior Software Programmer,Big Data BizViz,"Hyderabad/Secunderabad, Bangalore/Bengaluru",5-10 Yrs,30+ Days Ago,08/09/2022,Proficient in writing custom handlers for Elasticsearch / SolrMinimum 5 year experience...,Not disclosed,https://www.naukri.com/job-listings-senior-software-programmer-big-data-bizviz-hyderabad-secunderabad-bangalore-bengaluru-5-to-10-years-301021500588,Naukri
Senior Software Programmer,Big Data BizViz (BizViz Technologies Pvt. Ltd),"Hyderabad, Bengaluru",5-10 Yrs,30+ Days Ago,08/09/2022,"DescriptionBizViz provides a 360 degree view of a business's data, serving any vertical...",Not disclosed,https://www.naukri.com/job-listings-senior-software-programmer-big-data-bizviz-bizviz-technologies-pvt-ltd-hyderabad-secunderabad-bengaluru-bangalore-5-to-10-years-170719501658,Naukri
Senior DevOps Support Engineer,PrimeSoft Solutions,"Hyderabad/Secunderabad, Bangalore/Bengaluru",5-7 Yrs,21 Days Ago,08/09/2022,Good verbal and written communication skills Good understanding of Networking and secur...,Not disclosed,https://www.naukri.com/job-listings-senior-devops-support-engineer-primesoft-ip-solutions-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-5-to-7-years-160920000866,Naukri
Senior Role - FP&A Transformation,Black Turtle,Mumbai/Bangalore/Chennai/Hyderabad/Delhi NCR,10-20 Yrs,30+ Days Ago,08/09/2022,Requirement - FP&A (Financial planning and analysis) domain Expert + Digital Transforma...,Not disclosed,https://www.naukri.com/job-listings-senior-role-fp-a-transformation-black-turtle-india-pvt-ltd-mumbai-bangalore-chennai-hyderabad-delhi-ncr-10-to-20-years-080722907683,Naukri
Sr. Quality Engineer,OSI Systems,Hyderabad/Secunderabad(Shamshabad),4-7 Yrs,14 Days Ago,08/09/2022,Roles and Responsibilities Ensure the accuracy and adequacy of quality control inspecti...,Not disclosed,https://www.naukri.com/job-listings-sr-quality-engineer-osi-systems-pvt-ltd-hyderabad-secunderabad-4-to-7-years-250722004209,Naukri
Senior Kotlin Developer,NomiSo India Private Limited,"Hyderabad/Secunderabad, Bangalore/Bengaluru",6-11 Yrs,17 Days Ago,08/09/2022,Kotlin DeveloperExperience Level: SeniorAbout NomiSo India: NomiSo is a Product Enginee...,Not disclosed,https://www.naukri.com/job-listings-senior-kotlin-developer-nomiso-india-private-limited-hyderabad-secunderabad-bangalore-bengaluru-6-to-11-years-220722004595,Naukri
Sr. Power BI Developer,DynPro,,,19 Days Ago,08/09/2022,JD_Code AD001 Power BI DeveloperRole – Sr. Power BI Developer.Experience – 7 to 9 years...,Not disclosed,https://www.naukri.com/job-listings-sr-power-bi-developer-dynpro-india-pvt-ltd-kolkata-hyderabad-secunderabad-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-7-to-12-years-200722606879,Naukri
Sr. Power BI Developer,DynPro,,,19 Days Ago,08/09/2022,JD_Code AD001 Power BI DeveloperRole – Sr. Power BI Developer.Experience – 7 to 9 years...,Not disclosed,https://www.naukri.com/job-listings-sr-power-bi-developer-dynpro-india-pvt-ltd-kolkata-hyderabad-secunderabad-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-7-to-12-years-200722006877,Naukri
Senior Systems Engineers-JR/339,PrimeSoft Solutions,"Hyderabad/Secunderabad, Bangalore/Bengaluru",5-8 Yrs,30+ Days Ago,08/09/2022,PrimeSoft is seeking Senior Systems Engineers with solid experience in Microsoft Window...,Not disclosed,https://www.naukri.com/job-listings-senior-systems-engineers-jr-339-primesoft-ip-solutions-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-5-to-8-years-170821501123,Naukri
Senior Systems Engineers JR/305,PrimeSoft Solutions,"Hyderabad, Bengaluru",8-10 Yrs,30+ Days Ago,08/09/2022,Good verbal and written communication skills Good understanding of Networking and secur...,Not disclosed,https://www.naukri.com/job-listings-senior-systems-engineers-jr-305-primesoft-ip-solutions-pvt-ltd-hyderabad-secunderabad-bengaluru-bangalore-8-to-10-years-150920500194,Naukri
